,ArticleId,Text,Category,category_id
717,299,bafta to hand out movie honours movie stars from across the globe are attending this year bafta film award ceremony british stars imelda staunton and clive owen are hoping for awards at the odeon in london leicester square hollywood stars leonardo dicaprio pierce brosnan christian slater and richard gere are also in the audience for the biggest night in uk film hollywood blockbuster the aviator starring dicaprio leads the field with nominations including best movie it is up against eternal sunshine of the spotless mind finding neverland the motorcycle diaries and british film vera drake which has nominations staunton is one of the favourites to land the best actress award for her gritty role as backstreet abortionist in the small budget film she arrived at the ceremony wearing green silk and chiffon low cut evening dress decorated with beads it lovely to be here at home to be on british soil it very nice indeed she told reporters asked whether she was nervous about her best actress nomination she said it out of my hands there nothing can do m here with lot of mates and we re going to have very nice evening other nominees in the best actress category include charlize theron for monster ziyi zhang for house of flying daggers and uk star kate winslet who has two nods for her roles in eternal sunshine of the spotless mind and finding neverland dicaprio faces competition from bernal jamie foxx jim carrey and johnny depp in the best actor category the crowed screamed when he arrived on the red carpet it unlike anything ve ever encountered it very intense and very loud he told the bbc it the first time ve come to the baftas because it the first time ve been nominated ve appreciated british cinema for long time and to be recognised like this is special honour gere who is presenting the best film award said it a big party had no idea it was going to be this big it crazy think it bigger than the academy awards british actor owen is hoping to repeat his golden globe success with best supporting actor award for his role in closer he raised one of the biggest cheers of the night when he walked down the red carpet was always huge fan of closer as play so when got the call to appear in the film it was huge thrill for me he said the whole experience has been treat and m very fortunate to have been given the role his co star natalie portman is up against blanchett heather craney julie cristie and meryl streep in the best supporting actress category mike leigh is up for the best director award for vera drake alongside martin scorsese for the aviator michael mann for collateral michel gondry for eternal sunshine of the spotless mind and marc forster for finding neverland the orange british academy film awards will be shown on bbc one at gmt ,entertainment,4
718,318,uk debut for kevin spacey movie hollywood stars kevin spacey and kate bosworth attended the british premiere of new film beyond the sea in london leicester square on thursday spacey wrote directed and starred in the film inspired by the life of croooner bobby darin this is my tribute to someone think was remarkable talent said spacey who as darin sings all songs on the film soundtrack bosworth plays darin wife real life hollywood actress sandra dee knew absolutely nothing about bobby darin before this film but now m huge fan said bosworth who attended the premiere with british boyfriend orlando bloom there is darkness and tragedy in the story and it was dream for me to land this part actress sandra dee continues to live in los angeles as virtual recluse but has given her approval to the biopic she called me last week and said she loved it said spacey who was joined at the premiere by members of the boy band westlife spacey double oscar winner has long been fascinated by the story of singer bobby darin the voice behind mack the knife dream lover and beyond the sea fought childhood illness to become one the biggest stars of the but died aged from the heart condition that had troubled him all his life bobby darin was one of the greatest entertainers the world has ever known and yet because he died young he been kind of forgotten said spacey at the premiere making this film was the most fun ve ever had in my entire life the movie also stars british actors bob hoskins and brenda blethyn as darin mother ,entertainment,4
719,2050,kilroy names election seat target ex chat show host robert kilroy silk is to contest the derbyshire seat of erewash at the next general election labour elizabeth blackman won the seat in and has majority she says she will fight on her record as hard working constituency mp mr kilroy silk announced his plans day after launching his new party veritas the latin for truth the east midlands mep who quit the uk independence party wants his new group to change the face of uk politics his choice of election constituency quashes speculation that he would stand against defence secretary geoff hoon in ashfield nottinghamshire ukip won of the vote in erewash in last june european elections with mr kilroy silk among their candidates for the region until erewash had been held by the tories since ms blackman said she was proud of the government achievements in the area she declined to give her view of mr kilroy silk at this point on thursday he told london news conference that veritas would avoid the old parties lies and spin he said our country was being stolen from us by mass immigration and promised firm but fair policy on immigration veritas says it hopes to contest most seats at the forthcoming general election but plans to announce detailed policies on crime tax pensions health and defence over the next few weeks ukip leader roger knapman says he is glad to see the back of mr kilroy silk labour campaign spokesman fraser kemp said veritas was joining an already crowded field on the right of british politics mr kilroy silk was joined in the new venture by one of ukip two london assembly members damien hockney who is now veritas deputy leader ukip chairman petrina holdsworth has said the group will just be parody of the party the men have left mr kilroy silk quit ukip last week after months of tension as he vied unsuccessfully for the leadership of that party he said he was ashamed to be member of ukip whose leadership had gone awol after the great opportunity offered by its third place at last june european elections ukip leader roger knapman has said he is glad to see the back of mr kilroy silk he has remarkable ability to influence people but sadly after the european election it became clear that he was more interested in the robert kilroy silk party than the uk independence party so it was nice knowing him now goodbye he said ukip officials also argue mr kilroy silk has not been straightforward in attacking the party he once wanted to lead ,politics,2
720,645,rings of steel combat net attacks gambling is hugely popular especially with tech savvy criminals many extortionists are targeting net based betting firms and threatening to cripple their websites with deluges of data unless ransom is paid but now deep defences are being put in place by some of the uk biggest net firms to stop these attacks increasing numbers of attacks and the huge amounts of data being used to try to bump site off the web are prompting firms to adopt the measures net firms are realising that it not just about anti virus and firewalls said paul king chief security architect at cisco there are more things that can be done in the network to protect data centres mr king said the only way to properly combat these so called distributed denial of service attacks was with intelligent net based systems many of the gambling sites suffering ddos attacks are in offshore data and hosting centres so any large scale data flood could knock out access to many more sites than just the one the criminals were targeting said mr king this overspill effect was only likely to grow as attacks grow in size and scale malcolm seagrave security expert at energis said the most common types of attacks hit sites with megabytes of data over short periods of time bigger attacks sending down megabytes of traffic or more were rarely seen he said it does feel like they are turning the dial because you see this traffic gradually growing he said so far there have been no attacks involving gigabytes of data said mr seagrave however he added that it was only matter of time before such large attacks were mounted maria capella spokeswoman for net provider pipex said that when ddos attacks were at their height customers were getting hit every four to five days the defences being put in place constantly monitor the streams of data flowing across networks and pluck out the traffic destined for target sites it about understanding what genuine traffic and keeping attack traffic from going to the site she said we study the profile of their traffic and as soon as we see an anomaly in the profile that when we start to get the backbone engineering boys to see if we are going to sustain an attack said ms capella this traffic can be hard to spot because ddos attacks typically use thousands of computers in many different countries each participating machine only sends small part of the entire data flood typically these computers have been infected by virus or worm which reports its success and the net address of compromised machines back to the malicious hacker or hi tech criminal that set off the virus hijacked computers are known as zombies or bots and collections of them are called bot nets many spammers rent out bot nets to help them anonymously send junk mail most of the zombies are based outside the country that hosts the target site so getting the attacking pcs shut off can be difficult often pipex and other net suppliers do get advance notice that an attack is about to happen the serious players tend to precede an attack with some kind of ransom mail said ms capella we ask as part of the service we provide that customers notify us of anything they have in advance that would give us forewarning once an attack is spotted dedicated net hardware takes over to remove the attack traffic and ensure that sites stay up energis took similar approach said mr seagrave we have technology out there that allows us to detect attacks in minutes rather than let network engineers spend hours pulling the information together said mr seagrave also net firms were starting to work more closely together on the problem of ddos attacks and pool information about where they are coming from information gathered on attacks and where they originated has led to some arrests he said energis also did its own intelligence work to get in insight into which sites criminal gangs plan to target we have people in places where they shouldn be monitoring tech sites he said sometimes though he said spotting the next victim was easy you can see them going alphabetically through the list with the gambling sites trying one after another said mr seagrave ,tech,1
721,1135,rolling out next generation net the body that oversees how the net works grows and evolves says it has coped well with its growth in the last years but it is just the start in sense we have hardly started in reaching the whole population the new chair of the internet engineering task force ietf brian carpenter says the ietf ensures the smooth running and organisation of the net architecture with broadband take up growing services like voice and tv will open up interesting challenges for the net think voip voice over internet protocol allowing phone calls to be made over the net is very important it challenges all the old cost models of telecoms says dr carpenter second it challenges more deeply the business model that you have to be service provider with lot of infrastructure with voip you need very little infrastructure distinguished ibm engineer dr carpenter spent years at cern the european laboratory for particle physics as the new chair of the ietf his next big challenge is overseeing ipv the next generation standard for information transfer and routing across the web at cern dr carpenter helped pioneer advanced net applications during the development of the world wide web so he is well placed to take on such task the net growth and evolution depend on standards and protocols and ensuring the architecture works and talks to other standards is crucial job of the ietf the top priority is to ensure that the standards that make the net work are open and free for anyone to use and work with the net is built on protocol called tcp ip which means transmission control protocol and internet protocol when computers communicate with the net unique ip address is used to send and receive information the ietf is large international community of network designers operators vendors and researchers working on the evolution of the net architecture and the way this information is sent and received they make sure it all knits together leaving no gaps we ve seen some interesting effects over last few years explains dr carpenter the net was growing at fantastic rate at the end of the then there was bit of glitch in we are now seeing very clear phase of consolidation and renewed growth that renewed growth is also being buoyed by emerging economies like china which are showing fast uptake of broadband net and other technologies the number of broadband subscribers via dsl digital subscriber line doubled in year to million according to figures released at the end of the challenges we face are about continuing to produce standards to allow for that growth rate explained dr carpenter given it the net was designed for the whole community it has done well to reach millions if you want to reach the whole population you have to make sure it can scale up ipv the standard that will replace the existing ipv will allow for billions more addresses on the net and it is gradually being worked into network infrastructure across the world the actual number of addresses with ipv is limited to four billion ip addresses that clearly is not enough when you have billion people to serve so there is technical solution the new version of ip ipv it has much larger address space possibilities with no practical limits said dr carpenter standards are vital to something as complex as the net and making sure standards are open and can work with across networks is big task the difference this next generation standard ipv will make to the average net user is almost invisible our first goal is that it ipv should make no difference people should not notice difference it is like when the london telephone numbers got longer lot of the process will be invisible people are usually given an ip address without knowing it technically deployment has started and the standards for are just about settled said dr carpenter the one problem with the net that may never disappear completely is security to dr carpenter the solution comes out of technological and human behaviour people have to be educated about sensible behaviour he says such as ignoring mails that claim you have won something don think it is going to get worse people will remain concerned about security and they probably should do just as you would be concerned walking along dark street we have to do work to make sure there are better security internet standards it is never ending battle in sense but he adds even if security has improved you still worry bit unfortunately it is just part of life we have duty to do what we can ,tech,1
722,941,ajax refuse to rule out jol move ajax have refused to reveal whether tottenham boss martin jol is on the dutch champions shortlist to become the amsterdam club new coach jol who has coached in his native holland has guided spurs to the premiership top eight an ajax spokesman told bbc sport the coach must fit our profile coach who understands the dutch league and offensive and distinctive football we need to find solution soon so someone is in place for next season ronald koeman quit as ajax boss last week after their exit from the uefa cup jol has been linked with the vacant post at ajax with reports saying he has fallen out with spurs sporting director frank arnesen but in statement on spurs website jol said m happy here m not in discussion with anyone else don want to go elsewhere ajax have enlisted the help of dutch legend johann cruyff currently consultant at barcelona to help find new head coach cruyff has admitted he has been impressed by the way former rfc waalwijk coach jol has turned round spurs fortunes since taking over from jacques santini tonny bruins slot and ruud krol are currently in charge of ajax who are third in the dutch league ,sport,3
723,1366,j agrees bn guidant deal pharmaceutical giant johnson johnson has agreed to buy medical technology firm guidant for bn bn guidant is key producer of equipment that combats heart problems such as implant defibrillators and pacemakers analysts said that the deal is aimed at offsetting johnson johnson reliance on slowing drug business they also pointed out that more mergers are likely because the drug and healthcare industries are fragmented and are under pressure to cut costs number of johnson johnson products are facing patent expirations while the company is also battling fierce competition from generic products meanwhile demand for defibrillators which give the heart small electric shock when an irregular heartbeat or rhythm is detected is expected to increase analysts said the move by johnson johnson has been widely expected and the firm will pay for each guidant share more than wednesday closing price analysts say that us antitrust regulators could force the firms to shed some overlapping stent operations stents are tubes that are used to keep an artery open after it has been unblocked ,business,0
724,188,veteran martinez wins thai title conchita martinez won her first title in almost five years with victory over anna lena groenefeld at the volvo women open in pattaya thailand the year old spaniard came through for her first title since berlin in it feels really good said martinez who is playing her last season on the tour to come through like that in an important match feels good it been nearly five years and didn think could do it groenefeld was the more powerful player but could not match her opponent relentless accuracy it was my first final new experience said the german think she played good match tough match but tried to stay in there think the whole week was good for me ,sport,3
725,377,iaaf will contest greek decision the international association of athletics federations will appeal against the acquittal of greek athletes kostas kenteris and katerina thanou the high profile duo were cleared of doping offences by the greek athletics federation segas last month now the iaaf will lodge an appeal with the court of arbitration for sport cas and has suspended both athletes an iaaf statement said the doping review board concluded that the decision is erroneous the statement continued both athletes cases will be refered to arbitration before the cas the decision in both cases will be final and binding segas said the iaaf appeal was expected and understandable now we are going to await the final result which we cannot prejudge said segas chairman vassilis sevastis kenteris who won olympic gold at the olympics and thanou were suspended by the iaaf last december after failing to take routine drugs tests before the athens games however the independent tribunal overturned those bans clearing the sprinters of avoiding tests in tel aviv chicago and athens and failing to notify anti doping officials of their whereabouts before the olympics kenteris lawyer gregory ioannidis described the iaaf decision as not unexpected but told bbc sport he did not expect the organisation to take action so quickly the iaaf timing is extremely surprising and it creates concerns and questions said ioannidis the iaaf has not yet received the complete file of proceedings which include statements testimonies the closing speeches of defence counsel and nine audio tapes we have the evidence and it is time the world discovered the truth kenteris and thanou dramatically withdrew from last summer olympics after missing drugs test at the olympic village on august the pair then spent four days in hospital claiming they had been injured in motorcycle crash it was the international olympic committee who demanded the iaaf investigate the affair thanou and kenteris still face criminal trial later this year for allegedly avoiding the test and then faking motorcycle accident,sport,3
726,1114,satellite mapping aids darfur relief aid workers trying to house feed and clothe millions of homeless refugees in the sudanese region of darfur are getting helping hand from advanced mapping technology european consortium of companies and university groups known as respond is working to provide accurate and up to date maps the aim is to overcome some of the huge logistical challenges in getting supplies to where they are needed respond is using satellite imagery to produce accurate maps that can be used in the field rapidly respond has produced very detailed maps for example for the road networks for the rivers and for the villages to more large scale maps useful for very general planning purposes said einar bjorgo from unosat the un satellite mapping organisation that is part of the respond consortium the group uses satellites from nasa the european space agency and the disaster monitoring constellation the satellite data is transmitted to ground stations from there the information makes its way to respond organisations that specialise in interpreting such data you have to convert the data into images then the interpreter has to convert all this into crisis damage or situation maps said stefan voigt who works in the remote sensing department of one of those organisations the german aerospace centre this kind of detailed analysis usually takes couple of months but respond gets it done in about hours our users are usually not so much familiar with reading satellite imagery reading satellite maps so it our task to transfer the data into information that non technical people can read and understand easily and very very efficiently said mr voigt respond supplies maps to aid groups via the web and on compact disc but the best map is one you can hold in your hands especially in remote areas where internet connections and laptops are scarce map is working document explains herbert hansen of respond belgian partner keyobs you need to use it you need to write on it correct give feedback and so on so you need paper to write on we print maps we laminate the maps we encapsulate the maps if needed so you can take shower with the map it completely protected humanitarian groups in darfur have been making good use of respond maps they have come in especially handy during sudan rainy season when normally dry riverbeds or wadis became flooded these wadis had very small amount of flooding generally in terms of depth but greatly impeded the transport capabilities and capacities of the humanitarian groups on the ground says stephen candillon of respond imaging partner sertit respond rapid imaging has allowed aid groups to find ways around the wadis allowing then to mark on their maps which roads were washed out at which times aid groups say that combination of satellite technology and on the ground observation helped keep relief flowing to those who needed it clark boyd is technology correspondent for the world bbc world service and wgbh boston co production,tech,1
727,2217,top stars join us tsunami tv show brad pitt robert de niro and hugh grant have been added to the line up for two hour us tv special to raise money for victims of the asian tsunami andy garcia lucy liu natalie portman and jay leno are also among the new names for saturday tsunami aid they will join list singers madonna sir elton john nelly and usher plus actors kevin spacey halle berry and george clooney on the nbc broadcast viewers will be urged to phone in to make donations throughout the night norah jones diana ross stevie wonder maroon mary blige and eric clapton will give musical performances on the show described as concert of hope catherine zeta jones michael douglas bruce willis uma thurman matt damon drew barrymore and tim robbins are among the other movie superstars due to put in an appearance george clooney recently reacted angrily to tv host suggestion that not all funds raised would go towards tsunami relief fox tv bill reilly said he would be watching to see if the money gets to the tsunami victims and warned the celebrities taking part had better be involved all the way down the line but clooney accused reilly of creating fuss for his own personal gain saying viewers may now be afraid that their money will do no good he urged reilly to co present the tv special adding in letter we re not playing games here we re trying to save lives it as simple as this you re either with this joint effort or against it organisers say all funds will go to the american red cross the commercial free benefit show will also be aired by string of cable broadcasters and clear channel radio stations across the us in addition performances will be available to buy on the internet as downloads from sony connect music store similar tv benefit carried by all four primary us tv networks after the september terror attacks raised more than m the bangkok international film festival got under way on thursday in the thai capital in the shadow of the country deaths from the tsunami the red carpet gala opening night was ditched in favour of more subdued first night six different films were shown at six cinemas with all money from ticket sales going to charity ,entertainment,4
728,2213,christmas shoppers flock to tills shops all over the uk reported strong sales on the last saturday before christmas with some claiming record breaking numbers of festive shoppers spokesman for manchester trafford centre said it was the biggest christmas to date with sales up and the regent street association said shops in central london were also expecting the best christmas ever that picture comes despite reports of disappointing festive sales in the last couple of weeks the trafford centre spokeswoman said about thousand vehicles had arrived at the centre on saturday before gmt we predict that the next week will continue the same trend she added it was similar story at bluewater in kent spokesman alan jones said he expected shoppers to have visited by the end of saturday and further on sunday our sales so far have been up on the same time last year he said we re very busy it really strong and people will be shopping right up until christmas over the christmas period we re expecting people to spend in excess of at the centre on saturday afternoon spokeswoman for the st david shopping centre in cardiff said it looked like being its busiest day of the year with about shoppers expected to have visited by the close of play at the st enoch shopping centre in glasgow more than shoppers an all time record were expected to have passed through the doors by its closing time of gmt senior business manager jon walton said it has been phenomenal absolutely mobbed every week footfall has been showing strong growth and at the weekends it has been going mad regent street association director annie walker said on saturday the stores were heaving today and lot of people are going to be doing last minute shopping as many people finished work on friday and can go in the week she said reports of slump in pre christmas sales were related to the growing popularity of internet sales do think this has had lot to do with reports of lower sales figures she said internet shopping has gone up enormously and not all stores have websites ,business,0
729,245,swiss cement firm in buying spree swiss cement firm holcim has bid m to buy two indian cement firms and holding company in the country it plans to buy associated cement companies acc ambuja cement eastern and the holding firm ambuja cement india ltd holcim statement said shares in acc fell as investors who thought the offer was underpriced decided to sell meanwhile uk based firm aggregate industries said it had agreed bn takeover by holcim the deal with aggregates will give holcim the world second biggest cement maker an entry into the uk market and boost its presence in the us peter tom who will remain as aggregate chief executive said the a share offer provided significant value for shareholders the markfield leicestershire based company runs quarries in the uk and the us it also has ready mixed concrete plants asphalt plants and pre cast concrete factories if the indian deals go ahead it will give holcim major presence in the world fastest growing market behind china acc is india second largest cement maker with an annual capacity of million tonnes and market share of holcim is looking to buy it acc very cheap said kk mittal fund manager with escorts mutual fund in new delhi the market is not impressed if they want substantial chunk then they should be paying premium over the market price shares in holcim rose by on thursday following news of the takeover ,business,0
730,663,russia wto talks make progress talks on russia proposed membership of the world trade organisation wto have been making good progress say those behind the negotiations but the chairman of the working party ambassador stefan johannesson of iceland warned that there was still lot of work has to be done his comments came as president george bush said the us backed russian entry but he said for russia to make progress the government must renew commitment to democracy and the rule of law his comments come three days before he is due to meet president vladimir putin russia has been waiting for decade to join the wto and hopes to finally become member by early decision could be reached in december when the wto current members gather for summit in hong kong that would allow an earliest date for membership of january if the hong kong summit gave its approval while pinpointing several areas in which there are difficulties in the bilateral and multilateral work with russia the us said the meeting was much more efficient than we ve seen for some time and australia said it was one of the best meetings we can recall in terms of substance mr johannesson also said progress on the bilateral market access side is accelerating sticking points to membership have included limits on foreign ownership in the telecommunications and life insurance businesses as well as issues surrounding counterfeiting piracy and data protection some wto members also dislike russia energy price subsidies which competitors say give russian businesses an unfair advantage ,business,0
731,1398,parties warned over grey vote political parties cannot afford to take older uk voters for granted in the coming election says age concern survey for the charity suggests of over say they always vote in general election compared with just of to year olds charity boss gordon lishman said if decisive blow was struck at the election it would be by older voters who could be relied on to turn out total of adults aged or over were interviewed for the study mr lishman urged the next government to boost state pension he also called for measures to combat ageism and build effective public services to support us all in an ageing society older people want to see manifesto commitments that will make difference to their lives mr lishman said political parties must wake up to the fact that unless they address the demands and concerns of older people they will not keep or attract their vote in the survey carried out by icm research of people aged between and said they never voted in general elections among the over said they would be certain to vote in an immediate election compared with of people under age concern says the over are united around key areas of policy they want the government to focus on for pensions and the nhs were key issues while the economy was important for third and tax was crucial area for the report was welcomed by conservative shadow pensions secretary david willetts the pensioners voice must certainly be heard in the next election as they have never fitted into blair cool britannia he said labour continued refusal to admit the true extent of the pensions crisis will be one of the monumental failures of this government he pointed to tory plans to increase the basic state pension to reduce means testing strengthen company pensions and encourage savings liberal democrat spokesman said the party took the issues raised in the report very seriously he highlighted the party promises to raise the basic state pension provide free long term care for the elderly and replace council tax seen as particular problem for pensioners on fixed incomes labour has said it wants to use savings reforms to incapacity benefit to improve the basic state pension and has set up review of the council tax system ,politics,2
732,443,scotland italy six chris paterson penalties gave scotland victory in dour but clinical encounter against italy at murrayfield coach matt williams side were outmuscled and outplayed in tense first half but led at the break paterson slotted four more second half penalties and scotland were denied try when wing sean lamont touchdown was ruled out for forward pass late andrea masi try was small consolation for italy chasing their first away win in the six nations scotland came out on top of the early exchanges and took quick lead through the boot of full back paterson but the more powerful azzurri pack eventually rumbled into life series of drives into scottish territory set up penalty attempt missed by full back roland de marigny and wayward drop goal effort from luciano orquera scotland defended the initial thrusts but on minutes italy after coming up yards short of the line equalised through de marigny penalty italy were offered another penalty when scottish flanker simon taylor was offside but the left footed de marigny pushed his kick wide scotland finally made the most of rare foray into the italian half and snatched three points from paterson when an italian forward handled the ball in ruck as the half wore on both sides squandered promising spells of momentum with sloppy penalties and the period fizzled out with scotland numerically if not psychologically on top italy de marigny narrowly missed chance to level the scores again shortly after the break but his long range kick shaved the right upright and scotland capitalised with third paterson penalty on minutes williams side seemed to have found spark from somewhere and after couple of probing attacks paterson was able to slot another three points to widen the gap with the pendulum of possession swinging towards scotland lamont thought he had wriggled over in the left corner after minutes but play was recalled for marginal forward pass from paterson another paterson penalty on minutes kept the pressure on the wilting visitors but john kirwan men had the last laugh when gordon ross attempted clearance was charged down and masi pounced for the try converted by de marigny paterson webster craig southwell lamont parks cusiter smith bulloch capt kerr grimes murray taylor petrie hogg russell douglas hines dunbar blair ross hinshelwood de marigny mirco bergamasco stoica masi nitoglia orquera troncon lo cicero ongaro castrogiovanni dellape bortolami capt persico dal maso parisse intoppa perugini ca del fava orlando griffen pedrazzi kp robertson ,sport,3
733,2216,junk mails on relentless rise spam traffic is up by putting the total amount of mail that is junk up to an astonishing the figures from mail management firm email systems will alarm firms attempting to cope with the amount of spam in their in boxes while virus traffic has slowed down denial of service attacks are on the increase according to the firm virus mail accounts for just over of all mail traffic analysis by the firm has found it is no longer just multi nationals that are in danger of so called denial of service attacks in which websites are bombarded by requests for information and rendered inaccessible email systems refers to small uk based engineering firm which received staggering million mails in january the type of spam currently being sent has subtlety altered in the last few months according to email systems analysis half of spam received since christmas has been health related with gambling and porn also on the increase scam mails offering ways to make quick buck have declined by january is clearly month when consumers are less motivated to purchase financial products or put money into dubious financial opportunities said neil hammerton managing director of email systems spammers seem to have adapted their output to reflect this focussing instead on medically motivated and pornographic offers presumably intentionally intended to coincide with what is traditionally considered to be the bleakest month in the calendar he said ,tech,1
734,1008,child access law shake up planned parents who refuse to allow former partners contact with their children could be electronically tagged under plans being considered by ministers curfews and community service orders were other options which could be used if court orders to allow parental access were defied lord falconer said the constitutional affairs secretary outlined some of the plans on tuesday he denied fathers activists had forced the changes telling the bbc there is recognition that something is wrong between and couples go to court to resolve access disputes each year although in nine out of separations there is no court intervention lord falconer told bbc radio today programme he hoped voluntary mediation could help solve disputes before they reached court but he opposed compulsory mediation saying that it would lead to many people taking part with the wrong attitude other plans include parenting plans to give advice on access arrangements based on real life examples that have worked in the past extending in court conciliation more informal hearings before contested court cases better access to legal emotional and practical advice by telephone and internet legal aid changes to give incentives for early resolution of disputes judges can already jail parents who breach contact orders but that was nuclear option which was rarely used as it was not seen as being in the child interests spokesman said the aim of the new legislation was to provide medium range of penalties such as fines community service orders compulsory anger management or parenting classes or curfews failure to comply with these measures could result in offenders being electronically tagged on the possibility of tagging uncooperative parents lord falconer said tagging may be going too far but let have debate about that full details of the new powers will not be revealed until bill is published in the next two weeks spokesman said the government proposals have met with disapproval from fathers rights groups john ison from the controversial group fathers justice said it is very disappointing what we have got is cynical case of recycling existing legislation jim parton from families need fathers said the new proposals lacked compulsion we would like to see couples develop plan and then have it as source of court order then you know where you stand you know what the minimum access is otherwise you see people make agreements which then fall apart mr parton said he had been told by children minister margaret hodge there was not enough time to pass the bill through parliament before the general election which is likely to take place in may the conservatives have called for an equal split between parents on access to be made law theresa may shadow secretary for the family told bbc radio today programme that the government plans were inadequate and were papering over the cracks of the current system she said conservative government would bring radical reform of the family courts as well as enforcing legal presumption of co parenting and compulsory mediation we want to make courts the last resort rather than the first resort she added the government says children cannot simply be divided up like property when marriage collapses the liberal democrats have argued for flexibility in deciding access rules rather than having rigid targets ,politics,2
735,2031,uk young top euro earnings league british children enjoy the highest average annual income in europe more than double that of spanish or italian youngsters report suggests children in the uk between the ages of and had an annual income of said market analyst datamonitor they use pester power to get their parents to stump up nearly third of this income the report said as for how they spend their cash the bulk goes on personal care soft drinks and food datamonitor said datamonitor adds that british teenagers are keen on personal care because it helps them combine two seemingly contradictory emotional needs the desire to fit in and the desire to express their individuality british teenage girls compared to their counterparts in seven european countries are the most keen to use make up products nearly three out of four girls said they used make up according to the datamonitor report the trend marked british teenagers out as particularly important to cosmetics manufacturers as they are likely to experiment more with brands and products and form long term beauty routines and the good times are likely to keep rolling for british children as the report predicts that they will still be topping the earnings table in ,business,0
736,76,tech helps disabled speed demons an organisation has been launched to encourage disabled people to get involved in all aspects of motorsport which is now increasingly possible thanks to technological innovations the motorsport endeavour club left the starting grid yesterday at the autosport international show at birmingham nec with several technologies to adapt vehicles on display motorcycle racer roy tansley from derby developed his electronic sequential gear changer following an accident which resulted in part of his left leg being amputated needed to find way of changing gear and generally you do that with your left leg mr tansley told the bbc news website in simple terms needed to invent left foot initially it was quite heath robinson device mr tansley had to argue his case to be allowed to continue competing with motorcycle racing governing body the autocycle union at that time they wouldn let any amputee race at all but eventually they told me could have licence as long as raced sidecars mr tansley invention the pro shift is designed to work with hewland gearboxes which are widely used in motorcycle racing in addition to helping disabled riders to compete mr tansley reckons that the pro shift saves at least seconds per lap when he competes in the isle of man tt as result there has been considerable interest in the product from other riders keen to improve their performance m not prejudiced ll sell to able bodied people if have to he joked another exhibit on the motorsport endeavour stand is subaru impreza rally car adapted to accommodate variety of disabilities the vehicle belongs to pararallying the world only rally school for disabled drivers which is based in lincolnshire we use the latest technology supplied by an italian company said rally driver dave hawkins who runs the company the cars have electronic throttles electronic brakes electronic clutches we ve yet to turn anybody away mr hawkins paraplegic himself says his customers have included right or left arm amputees quadriplegics people who have had strokes and woman who had had all four limbs amputated pararallying uses vauxhall astra gsi with an automatic gearbox and manual subaru imprezas the car on display is fitted with duck clutch switch on the gear stick used instead of the clutch pedal it also has second ring behind the steering wheel to operate the throttle and hand operated brake bar when joy rainey started competing in motorsport in she was continuing the family tradition her father murray is former australian formula champion and it was rainey senior who modified sports racer to accommodate his daughter small stature so that she could take part in hill climbs she uses an ordinary road car by putting extensions on the pedals cushion behind her back and raising the seat but in competition car you have to have everything right or you ll lose the balance of the car she said bring everything back to me steering wheel steering column gear lever and pedals when she recently took part in the london to sydney marathon she shared the driving with her partner trevor who now does the engineering work he designed system for their morris minor so that the adaptations could be totally removed in under minute the motorsport endeavour club is hoping that putting such technologies on display will result in more disabled people becoming involved in all areas of the sport and at every level ,tech,1
